Timestamp,Location,Traffic Density,Average Speed,Vehicle Count,Emergency Vehicle Count,Congestion Level,Weather Conditions,Day of Week,Date,Time,Vehicle_ID,Emergency_Type,Latitude,Longitude,Speed_kmph,Traffic_Signal_ID,Signal_Status,Traffic_Density,Congestion_Level,Estimated_Travel_Time,Priority_Status
58:44.3,Location B,0.416821181,81.65207234,432,9,0.394064276,Rain,Tuesday,10-03-2024,58:44.3,6430,Ambulance,12.31876515,77.23792133,21.8315313,36,Yellow,0.342569348,0.416105729,26.96559146,1
59:44.3,Location A,0.718872857,83.99593818,494,2,0.319118818,Cloudy,Saturday,10-03-2024,59:44.3,5812,Other,12.21773235,77.53717084,41.17627644,70,Yellow,0.873911192,0.384317487,5.878958932,0
51:44.3,Location D,0.124569609,53.3110653,480,8,0.956186617,Fog,Tuesday,10-03-2024,51:44.3,1885,Ambulance,12.03961652,77.70220597,80.94920221,94,Red,0.137956077,0.737897011,21.39660355,1
55:44.3,Location D,0.377225682,36.40891971,340,2,0.99769578,Fog,Monday,10-03-2024,55:44.3,4554,Police,12.46503863,77.60183306,38.11566437,76,Yellow,0.361027721,0.567872386,24.28560955,1
38:44.3,Location D,0.834487838,60.7714332,225,2,0.89632756,Fog,Wednesday,10-03-2024,38:44.3,9341,Ambulance,12.94042279,77.26262926,78.34342092,75,Green,0.168333345,0.506696996,21.5045725,0
57:44.3,Location A,0.365006212,88.9430283,393,5,0.129663539,Storm,Saturday,10-03-2024,57:44.3,9292,Other,12.11853146,77.45792118,44.25250089,44,Red,0.722493379,0.100701441,25.25993719,0
49:44.3,Location C,0.110199221,28.81818999,230,6,0.236802202,Storm,Wednesday,10-03-2024,49:44.3,1383,Other,12.80066885,77.90405532,65.66138048,83,Yellow,0.276964364,0.561462396,15.03948819,1
31:44.3,Location A,0.753856734,30.09757614,402,1,0.762377351,Storm,Thursday,10-03-2024,31:44.3,7811,Fire Truck,12.74489637,77.55330242,21.30015221,12,Yellow,0.141430037,0.189939696,23.58463229,0
18:44.3,Location B,0.864923062,22.12973055,239,0,0.201514605,Storm,Friday,10-03-2024,18:44.3,8029,Fire Truck,12.72921097,77.56313931,40.23083649,69,Yellow,0.912121841,0.403308165,23.15852803,0
23:44.3,Location C,0.931122098,97.92152816,64,5,0.203343104,Clear,Friday,10-03-2024,23:44.3,6926,Police,12.25827999,77.80513337,92.42836673,43,Yellow,0.732811077,0.822748694,10.73505002,1
08:44.3,Location C,0.304040313,44.45834408,180,0,0.30397443,Rain,Wednesday,10-03-2024,08:44.3,6536,Ambulance,12.41828097,77.91853724,54.41983695,24,Yellow,0.892338497,0.292132925,20.41197774,1
51:44.3,Location B,0.681545318,67.4876014,364,0,0.105253901,Cloudy,Thursday,10-03-2024,51:44.3,1249,Other,12.32374934,77.70372198,49.56927934,78,Red,0.759128602,0.977577208,14.3670556,1
11:44.3,Location A,0.308618302,49.25656209,209,1,0.47769741,Cloudy,Wednesday,10-03-2024,11:44.3,7019,Ambulance,12.73861098,77.38717345,42.88786162,14,Yellow,0.134131887,0.520767754,20.47950147,1
07:44.3,Location D,0.199167764,21.83282258,105,5,0.234434711,Storm,Thursday,10-03-2024,07:44.3,7002,Fire Truck,12.60413675,77.36452178,35.65366713,29,Red,0.6716684,0.198566595,26.25012773,0
18:44.3,Location C,0.942633928,37.21918396,155,6,0.588876337,Clear,Wednesday,10-03-2024,18:44.3,9394,Fire Truck,12.85711368,77.02980414,35.44205087,48,Yellow,0.976641663,0.92801849,21.18627736,1
31:44.3,Location C,0.698964693,27.72366512,308,9,0.723503231,Fog,Tuesday,10-03-2024,31:44.3,2371,Other,12.78258616,77.88560862,44.15571623,18,Yellow,0.98120667,0.152734505,22.03080822,1
29:44.3,Location D,0.302422212,52.50132408,170,4,0.205313722,Rain,Thursday,10-03-2024,29:44.3,1981,Ambulance,12.55924998,77.57322413,81.33062126,15,Yellow,0.253248999,0.950478088,28.45096395,1
45:44.3,Location D,0.182736686,61.68629715,68,1,0.320556981,Rain,Wednesday,10-03-2024,45:44.3,2054,Fire Truck,12.33098517,77.94574504,27.95669818,25,Red,0.944909058,0.455337707,26.88883526,0
28:44.3,Location A,0.760692379,67.88025691,120,7,0.946867547,Storm,Wednesday,10-03-2024,28:44.3,1459,Police,12.79192404,77.67653089,90.84621506,40,Red,0.278802434,0.449688172,7.985606708,1
23:44.3,Location A,0.335706786,45.4899524,312,1,0.632295934,Rain,Friday,10-03-2024,23:44.3,9631,Ambulance,12.00847222,77.18439391,39.60211646,63,Red,0.700095282,0.186345357,6.271864189,0
00:44.3,Location D,0.230887461,74.71633537,226,1,0.409023792,Cloudy,Friday,10-03-2024,00:44.3,2270,Fire Truck,12.82615091,77.08225195,45.5794355,52,Green,0.245865996,0.418233693,27.78964723,0
35:44.3,Location B,0.429692577,67.18084196,273,3,0.746179898,Cloudy,Thursday,10-03-2024,35:44.3,3424,Other,12.60261073,77.11025367,91.05344412,73,Red,0.518393213,0.740631732,9.654874653,1
31:44.3,Location D,0.549616891,85.83482293,294,5,0.537082701,Rain,Thursday,10-03-2024,31:44.3,8312,Fire Truck,12.80713203,77.59251059,49.78092924,37,Green,0.300545298,0.635038393,15.77953387,1
51:44.3,Location A,0.631803547,76.62185436,37,5,0.33587341,Clear,Thursday,10-03-2024,51:44.3,3670,Other,12.86125785,77.61760191,67.77053046,54,Green,0.230273529,0.58527137,18.46227535,1
58:44.3,Location A,0.927531546,56.42536189,370,1,0.733124038,Cloudy,Sunday,10-03-2024,58:44.3,6882,Other,12.4344084,77.30590071,42.96478508,1,Yellow,0.333916657,0.234210449,20.97216401,0
37:44.3,Location A,0.25839021,33.4039257,39,0,0.288736872,Rain,Saturday,10-03-2024,37:44.3,3023,Ambulance,12.96383854,77.56768512,71.92320626,84,Green,0.112269905,0.464220852,24.4875727,0
36:44.3,Location A,0.851513246,91.9317533,114,8,0.820436409,Cloudy,Thursday,10-03-2024,36:44.3,3499,Other,12.70009497,77.29191357,25.5979231,24,Red,0.8478479,0.188753992,14.81141329,1
35:44.3,Location D,0.245446035,42.91827389,488,1,0.728828186,Rain,Friday,10-03-2024,35:44.3,2932,Police,12.3562032,77.38780312,27.41012356,80,Yellow,0.70097443,0.535153283,22.42695795,0
07:44.3,Location A,0.406951972,37.60142333,115,9,0.223587021,Storm,Wednesday,10-03-2024,07:44.3,7238,Police,12.41052288,77.67633813,85.44692593,67,Green,0.508252116,0.797194108,10.40753847,1
33:44.3,Location D,0.938602044,46.51560061,252,6,0.208957469,Storm,Wednesday,10-03-2024,33:44.3,8766,Police,12.21479329,77.47365101,42.45542331,36,Yellow,0.519088347,0.210195483,25.04051979,1
01:44.3,Location C,0.216178608,55.46169653,195,8,0.507547358,Rain,Saturday,10-03-2024,01:44.3,5720,Fire Truck,12.41853158,77.3353343,95.3046249,97,Green,0.901772055,0.234381575,16.65181948,1
23:44.3,Location C,0.503098123,97.33168238,417,3,0.364587539,Cloudy,Tuesday,10-03-2024,23:44.3,4669,Police,12.87671021,77.34378197,44.62944044,43,Yellow,0.529523141,0.938563343,29.4224936,0
30:44.3,Location D,0.605184957,35.03969719,246,8,0.565865624,Cloudy,Saturday,10-03-2024,30:44.3,7761,Police,12.22938146,77.04817348,89.24778513,43,Red,0.705558341,0.617239482,20.21848951,0
55:44.3,Location A,0.237261895,68.87393131,166,4,0.987065717,Rain,Thursday,10-03-2024,55:44.3,3395,Ambulance,12.20936404,77.14999582,37.200274,9,Green,0.408805846,0.534043698,9.629150062,0
18:44.3,Location D,0.3380855,65.84352729,68,0,0.563122766,Rain,Saturday,10-03-2024,18:44.3,2232,Other,12.43346538,77.14412578,50.34500886,19,Yellow,0.618987524,0.571549139,7.338413643,0
39:44.3,Location A,0.999792282,27.79846513,16,3,0.275253605,Fog,Friday,10-03-2024,39:44.3,7126,Other,12.68397072,77.96210811,33.76797852,38,Green,0.695045867,0.876185758,15.65231495,1
58:44.3,Location B,0.491099114,36.87626908,102,3,0.434956508,Clear,Friday,10-03-2024,58:44.3,6128,Fire Truck,12.9276943,77.88363123,84.288964,67,Green,0.681285547,0.367849483,12.57398968,1
47:44.3,Location D,0.558653834,61.11286112,443,6,0.154978472,Storm,Thursday,10-03-2024,47:44.3,2932,Police,12.79840442,77.07500031,23.92805735,23,Yellow,0.12746042,0.773895012,7.864379776,0
24:44.3,Location C,0.77935584,41.93433522,121,5,0.104190102,Rain,Saturday,10-03-2024,24:44.3,6416,Fire Truck,12.29897027,77.03930853,97.89806156,50,Green,0.441769514,0.921838408,8.598677023,1
03:44.3,Location B,0.308276443,78.00871266,436,3,0.589399531,Rain,Thursday,10-03-2024,03:44.3,3412,Fire Truck,12.78796883,77.12373221,89.63216859,47,Red,0.785035272,0.907623523,6.436109361,0
22:44.3,Location C,0.553586162,42.25093831,205,1,0.17419333,Clear,Friday,10-03-2024,22:44.3,5048,Police,12.59811008,77.97366621,57.34730443,35,Red,0.541679117,0.327220426,26.02877602,1
33:44.3,Location B,0.925927965,82.34019212,84,2,0.762932375,Cloudy,Wednesday,10-03-2024,33:44.3,7486,Ambulance,12.78787601,77.36184093,78.63287015,99,Yellow,0.429262561,0.726770961,27.80835428,0
20:44.3,Location B,0.562650182,60.6121326,328,3,0.621942444,Cloudy,Monday,10-03-2024,20:44.3,8035,Other,12.52630205,77.55321516,54.51791489,76,Yellow,0.46581009,0.536338464,19.97962726,1
19:44.3,Location B,0.700071699,69.20144181,261,1,0.480438694,Clear,Thursday,10-03-2024,19:44.3,3640,Other,12.55775917,77.21645267,85.4161132,66,Yellow,0.722597497,0.346512323,28.947033,0
03:44.3,Location C,0.708515339,28.89028853,188,1,0.699341466,Clear,Saturday,10-03-2024,03:44.3,2067,Other,12.80273003,77.22693514,57.51903985,46,Red,0.639221027,0.267452738,16.08305175,1
59:44.3,Location D,0.946233403,39.48243971,96,5,0.270860865,Rain,Sunday,10-03-2024,59:44.3,9901,Fire Truck,12.41824828,77.71335506,85.01869764,74,Red,0.264954491,0.379567236,11.28013497,0
16:44.3,Location A,0.546729691,54.68419274,138,1,0.944547262,Cloudy,Wednesday,10-03-2024,16:44.3,1653,Police,12.1739826,77.99171285,29.85541389,87,Green,0.387103746,0.935177915,7.876387263,1
15:44.3,Location B,0.356466349,61.7102059,187,7,0.854954073,Clear,Wednesday,10-03-2024,15:44.3,5977,Fire Truck,12.34269116,77.16697006,62.17543424,60,Red,0.236463044,0.974660649,29.48797778,0
14:44.3,Location A,0.835100037,61.69319659,463,0,0.252542366,Rain,Saturday,10-03-2024,14:44.3,2462,Fire Truck,12.12780661,77.10540562,30.29825358,25,Green,0.644691082,0.672633427,6.150745915,0
43:44.3,Location D,0.766848994,75.50066281,229,8,0.17896512,Storm,Tuesday,10-03-2024,43:44.3,6936,Ambulance,12.49654285,77.45756323,91.71760437,61,Yellow,0.99692663,0.906230279,10.48568316,0
39:44.3,Location B,0.891493103,95.81486733,280,9,0.739660138,Storm,Sunday,10-03-2024,39:44.3,7653,Fire Truck,12.225909,77.28124084,53.54297786,3,Red,0.573712675,0.735787442,27.43621907,1
43:44.3,Location D,0.438068252,52.75771911,296,5,0.422490555,Storm,Sunday,10-02-2024,43:44.3,9160,Police,12.32874908,77.94707728,93.20711788,30,Green,0.928684555,0.23540708,13.21165644,1
10:44.3,Location B,0.739602301,48.93747545,183,6,0.538390457,Cloudy,Wednesday,10-03-2024,10:44.3,7411,Police,12.26662098,77.10716843,56.80512216,3,Red,0.619420064,0.770118408,26.27082372,0
09:44.3,Location C,0.425992603,63.27219544,291,3,0.637120467,Fog,Tuesday,10-03-2024,09:44.3,1971,Fire Truck,12.59778719,77.1277405,64.17302036,1,Green,0.331856129,0.222901596,13.74580118,1
13:44.3,Location A,0.440890603,32.86381157,403,8,0.125133064,Storm,Monday,10-03-2024,13:44.3,5666,Ambulance,12.17835439,77.17958868,49.53222096,56,Green,0.199143743,0.139288481,25.84969193,1
15:44.3,Location A,0.222945986,50.5029158,107,4,0.94242696,Clear,Tuesday,10-03-2024,15:44.3,6869,Fire Truck,12.81909705,77.91991105,57.59072527,14,Green,0.864708276,0.596788269,6.091674208,0
06:44.3,Location D,0.956242189,93.33122557,360,7,0.960473799,Rain,Monday,10-03-2024,06:44.3,1160,Fire Truck,12.1090547,77.4702496,91.67946631,29,Green,0.441308512,0.233492512,7.868133991,0
07:44.3,Location D,0.973025078,63.78878061,134,5,0.429812704,Clear,Sunday,10-03-2024,07:44.3,1589,Other,12.99542802,77.28659224,63.12924079,85,Yellow,0.572959738,0.563401897,23.65170988,1
04:44.3,Location C,0.631361661,74.46042307,36,1,0.110038286,Cloudy,Saturday,10-03-2024,04:44.3,3104,Police,12.99730987,77.99574565,82.85168831,23,Green,0.556983653,0.260710173,22.41308912,0
03:44.3,Location C,0.354771999,71.28728091,265,2,0.555405927,Rain,Sunday,10-03-2024,03:44.3,5768,Ambulance,12.53766341,77.49616279,74.15869755,74,Green,0.61858673,0.130565087,29.3131978,0
01:44.3,Location D,0.862726674,70.85574429,48,2,0.771221317,Storm,Tuesday,10-03-2024,01:44.3,2006,Police,12.19043614,77.45038916,59.84941783,45,Green,0.581327369,0.593252334,16.32923192,0
55:44.3,Location D,0.771450509,41.66620959,267,8,0.633035789,Clear,Wednesday,10-03-2024,55:44.3,1261,Fire Truck,12.28599211,77.73962176,30.30216699,77,Red,0.74361032,0.813216259,24.9669408,0
51:44.3,Location C,0.88028271,55.4157796,157,6,0.812889837,Clear,Tuesday,10-03-2024,51:44.3,8100,Police,12.68499355,77.51324575,33.54928693,75,Red,0.86703314,0.520826746,9.326621797,1
59:44.3,Location B,0.569561309,57.27234733,218,2,0.127783208,Cloudy,Monday,10-03-2024,59:44.3,3967,Other,12.26886,77.0717293,28.94580271,42,Red,0.853962903,0.515188885,25.27090867,0
53:44.3,Location C,0.438863495,49.09493913,364,5,0.788612422,Cloudy,Saturday,10-03-2024,53:44.3,8689,Fire Truck,12.21256245,77.54812923,65.62533668,50,Yellow,0.840246432,0.391615875,17.11422218,0
45:44.3,Location B,0.845983827,98.05174524,454,4,0.457711937,Storm,Monday,10-03-2024,45:44.3,1763,Other,12.08231141,77.45817906,54.3587277,49,Yellow,0.687322004,0.405047847,26.71846184,0
42:44.3,Location D,0.968880668,73.56161651,384,4,0.112452571,Storm,Saturday,10-03-2024,42:44.3,9516,Fire Truck,12.57493766,77.16179838,48.20459492,32,Green,0.652305288,0.896865843,19.57695254,0
55:44.3,Location C,0.442980892,81.90314707,93,9,0.321204171,Rain,Tuesday,10-03-2024,55:44.3,2241,Police,12.57338809,77.80960355,84.10490424,82,Red,0.382260159,0.640116241,11.92851002,1
